2025-11-29 20:09:11,355 [INFO] werkzeug: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.82.0.89:5000
2025-11-29 20:09:11,356 [INFO] werkzeug: [33mPress CTRL+C to quit[0m
2025-11-29 20:09:18,928 [INFO] werkzeug: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.82.0.89:5000
2025-11-29 20:09:18,939 [INFO] werkzeug: [33mPress CTRL+C to quit[0m
2025-11-29 20:09:19,013 [INFO] werkzeug:  * Restarting with watchdog (windowsapi)
2025-11-29 20:09:26,823 [WARNING] werkzeug:  * Debugger is active!
2025-11-29 20:09:26,843 [INFO] werkzeug:  * Debugger PIN: 758-518-880
2025-11-29 20:10:18,449 [INFO] werkzeug: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.82.0.89:5000
2025-11-29 20:10:18,450 [INFO] werkzeug: [33mPress CTRL+C to quit[0m
2025-11-29 20:10:18,474 [INFO] werkzeug:  * Restarting with watchdog (windowsapi)
2025-11-29 20:10:22,083 [WARNING] werkzeug:  * Debugger is active!
2025-11-29 20:10:22,091 [INFO] werkzeug:  * Debugger PIN: 758-518-880
2025-11-29 20:10:38,173 [INFO] werkzeug: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.82.0.89:5000
2025-11-29 20:10:38,173 [INFO] werkzeug: [33mPress CTRL+C to quit[0m
2025-11-29 20:10:38,191 [INFO] werkzeug:  * Restarting with watchdog (windowsapi)
2025-11-29 20:10:40,993 [WARNING] werkzeug:  * Debugger is active!
2025-11-29 20:10:41,000 [INFO] werkzeug:  * Debugger PIN: 758-518-880
2025-11-29 20:16:44,993 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__init__.py', reloading
2025-11-29 20:16:44,993 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__init__.py', reloading
2025-11-29 20:16:44,995 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__init__.py', reloading
2025-11-29 20:16:44,995 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__init__.py', reloading
2025-11-29 20:16:44,999 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__main__.py', reloading
2025-11-29 20:16:44,996 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__main__.py', reloading
2025-11-29 20:16:45,003 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__main__.py', reloading
2025-11-29 20:16:45,004 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__main__.py', reloading
2025-11-29 20:16:45,005 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__pip-runner__.py', reloading
2025-11-29 20:16:45,012 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__pip-runner__.py', reloading
2025-11-29 20:16:45,020 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
2025-11-29 20:16:45,022 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
2025-11-29 20:16:45,023 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
2025-11-29 20:16:45,005 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__pip-runner__.py', reloading
2025-11-29 20:16:45,038 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\build_env.py', reloading
2025-11-29 20:16:45,043 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\build_env.py', reloading
2025-11-29 20:16:45,043 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\__pip-runner__.py', reloading
2025-11-29 20:16:45,045 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\cache.py', reloading
2025-11-29 20:16:45,046 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
2025-11-29 20:16:45,054 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\cache.py', reloading
2025-11-29 20:16:45,055 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
2025-11-29 20:16:45,056 [INFO] werkzeug:  * Detected change in 'C:\\Users\\Blackie\\Documents\\Arduino\\smart_eparking_pi4\\.venv\\Lib\\site-packages\\pip\\_internal\\__init__.py', reloading
